id,Category,Sub_Category,title/entity_name,questions,answers,additional_info/tags
878,Placements,Company Information,Mantra Softech India Visiting Date (2021-2022),"When did Mantra Softech India visit for placements in 2021-2022?
Mantra Softech India campus visit date?",Mantra Softech India visited for recruitments on 29th April 2022 during the 2021-2022 session.,"placements, company, mantra_softech_india, date, visit, schedule, 2021-2022"
879,Placements,Company Information,Mantra Softech India Eligible Branches (2021-2022),"Which branches were eligible for Mantra Softech India in 2021-2022?
Who could apply for Mantra Softech India?
Mantra Softech India eligibility","For the 2021-2022 placement drive, the eligible branches for Mantra Softech India were: ECE.","placements, company, mantra_softech_india, branches, eligibility, apply, 2021-2022"
880,Placements,Company Information,Jio Platforms Limited Package (2021-2022),"What was the package from Jio Platforms Limited in 2021-2022?
Tell me the salary Jio Platforms Limited offered.
Jio Platforms Limited ctc","In the 2021-2022 session, Jio Platforms Limited offered a package of 4.0 LPA.","placements, company, jio_platforms_limited, package, salary, ctc, 2021-2022"
881,Placements,Company Information,Jio Platforms Limited Visiting Date (2021-2022),"When did Jio Platforms Limited visit for placements in 2021-2022?
Jio Platforms Limited campus visit date?",Jio Platforms Limited visited for recruitments on 1st May 2022 during the 2021-2022 session.,"placements, company, jio_platforms_limited, date, visit, schedule, 2021-2022"
882,Placements,Company Information,Jio Platforms Limited Eligible Branches (2021-2022),"Which branches were eligible for Jio Platforms Limited in 2021-2022?
Who could apply for Jio Platforms Limited?
Jio Platforms Limited eligibility","For the 2021-2022 placement drive, the eligible branches for Jio Platforms Limited were: CSE, IT, ECE.","placements, company, jio_platforms_limited, branches, eligibility, apply, 2021-2022"
883,Placements,Company Information,EPAM Package (2021-2022),"What was the package from EPAM in 2021-2022?
Tell me the salary EPAM offered.
EPAM ctc","In the 2021-2022 session, EPAM offered a package of 6.0 LPA.","placements, company, epam, package, salary, ctc, 2021-2022"
884,Placements,Company Information,EPAM Visiting Date (2021-2022),"When did EPAM visit for placements in 2021-2022?
EPAM campus visit date?",EPAM visited for recruitments on 2nd May 2022 during the 2021-2022 session.,"placements, company, epam, date, visit, schedule, 2021-2022"
885,Placements,Company Information,EPAM Eligible Branches (2021-2022),"Which branches were eligible for EPAM in 2021-2022?
Who could apply for EPAM?
EPAM eligibility","For the 2021-2022 placement drive, the eligible branches for EPAM were: CSE, IT, ECE, EE, ME.","placements, company, epam, branches, eligibility, apply, 2021-2022"
886,Placements,Company Information,Fidelity International Package (2021-2022),"What was the package from Fidelity International in 2021-2022?
Tell me the salary Fidelity International offered.
Fidelity International ctc","In the 2021-2022 session, Fidelity International offered a package of 5.65 LPA.","placements, company, fidelity_international, package, salary, ctc, 2021-2022"
887,Placements,Company Information,Fidelity International Visiting Date (2021-2022),"When did Fidelity International visit for placements in 2021-2022?
Fidelity International campus visit date?",Fidelity International visited for recruitments on 5th May 2022 during the 2021-2022 session.,"placements, company, fidelity_international, date, visit, schedule, 2021-2022"
888,Placements,Company Information,Fidelity International Eligible Branches (2021-2022),"Which branches were eligible for Fidelity International in 2021-2022?
Who could apply for Fidelity International?
Fidelity International eligibility","For the 2021-2022 placement drive, the eligible branches for Fidelity International were: CSE, IT, ECE, EE, ME.","placements, company, fidelity_international, branches, eligibility, apply, 2021-2022"
889,Placements,Company Information,American Chase Package (2021-2022),"What was the package from American Chase in 2021-2022?
Tell me the salary American Chase offered.
American Chase ctc","In the 2021-2022 session, American Chase offered a package of 3.0 LPA.","placements, company, american_chase, package, salary, ctc, 2021-2022"
890,Placements,Company Information,American Chase Visiting Date (2021-2022),"When did American Chase visit for placements in 2021-2022?
American Chase campus visit date?",American Chase visited for recruitments on 22nd May 2022 during the 2021-2022 session.,"placements, company, american_chase, date, visit, schedule, 2021-2022"
891,Placements,Company Information,American Chase Eligible Branches (2021-2022),"Which branches were eligible for American Chase in 2021-2022?
Who could apply for American Chase?
American Chase eligibility","For the 2021-2022 placement drive, the eligible branches for American Chase were: ECE, EE, ME.","placements, company, american_chase, branches, eligibility, apply, 2021-2022"
892,Placements,Company Information,Fanuc India Package (2021-2022),"What was the package from Fanuc India in 2021-2022?
Tell me the salary Fanuc India offered.
Fanuc India ctc","In the 2021-2022 session, Fanuc India offered a package of 4.0 LPA.","placements, company, fanuc_india, package, salary, ctc, 2021-2022"
893,Placements,Company Information,Fanuc India Visiting Date (2021-2022),"When did Fanuc India visit for placements in 2021-2022?
Fanuc India campus visit date?",Fanuc India visited for recruitments on 24th May 2022 during the 2021-2022 session.,"placements, company, fanuc_india, date, visit, schedule, 2021-2022"
894,Placements,Company Information,Fanuc India Eligible Branches (2021-2022),"Which branches were eligible for Fanuc India in 2021-2022?
Who could apply for Fanuc India?
Fanuc India eligibility","For the 2021-2022 placement drive, the eligible branches for Fanuc India were: ECE, EE.","placements, company, fanuc_india, branches, eligibility, apply, 2021-2022"
895,Placements,Company Information,iOPEX Technologies Package (2021-2022),"What was the package from iOPEX Technologies in 2021-2022?
Tell me the salary iOPEX Technologies offered.
iOPEX Technologies ctc","In the 2021-2022 session, iOPEX Technologies offered a package of 4.0 LPA.","placements, company, iopex_technologies, package, salary, ctc, 2021-2022"
896,Placements,Company Information,iOPEX Technologies Visiting Date (2021-2022),"When did iOPEX Technologies visit for placements in 2021-2022?
iOPEX Technologies campus visit date?",iOPEX Technologies visited for recruitments on 24th May 2022 during the 2021-2022 session.,"placements, company, iopex_technologies, date, visit, schedule, 2021-2022"
897,Placements,Company Information,iOPEX Technologies Eligible Branches (2021-2022),"Which branches were eligible for iOPEX Technologies in 2021-2022?
Who could apply for iOPEX Technologies?
iOPEX Technologies eligibility","For the 2021-2022 placement drive, the eligible branches for iOPEX Technologies were: CSE, IT, ECE, EE, ME.","placements, company, iopex_technologies, branches, eligibility, apply, 2021-2022"
898,Placements,Company Information,Adnate IT Solutions Package (2021-2022),"What was the package from Adnate IT Solutions in 2021-2022?
Tell me the salary Adnate IT Solutions offered.
Adnate IT Solutions ctc","In the 2021-2022 session, Adnate IT Solutions offered a package of 4.0 LPA.","placements, company, adnate_it_solutions, package, salary, ctc, 2021-2022"
899,Placements,Company Information,Adnate IT Solutions Visiting Date (2021-2022),"When did Adnate IT Solutions visit for placements in 2021-2022?
Adnate IT Solutions campus visit date?",Adnate IT Solutions visited for recruitments on 25th May 2022 during the 2021-2022 session.,"placements, company, adnate_it_solutions, date, visit, schedule, 2021-2022"
900,Placements,Company Information,Adnate IT Solutions Eligible Branches (2021-2022),"Which branches were eligible for Adnate IT Solutions in 2021-2022?
Who could apply for Adnate IT Solutions?
Adnate IT Solutions eligibility","For the 2021-2022 placement drive, the eligible branches for Adnate IT Solutions were: CSE, IT.","placements, company, adnate_it_solutions, branches, eligibility, apply, 2021-2022"
901,Placements,Company Information,IMS People Package (2021-2022),"What was the package from IMS People in 2021-2022?
Tell me the salary IMS People offered.
IMS People ctc","In the 2021-2022 session, IMS People offered a package of 3.0 LPA.","placements, company, ims_people, package, salary, ctc, 2021-2022"
902,Placements,Company Information,IMS People Visiting Date (2021-2022),"When did IMS People visit for placements in 2021-2022?
IMS People campus visit date?",IMS People visited for recruitments on 26th May 2022 during the 2021-2022 session.,"placements, company, ims_people, date, visit, schedule, 2021-2022"
903,Placements,Company Information,IMS People Eligible Branches (2021-2022),"Which branches were eligible for IMS People in 2021-2022?
Who could apply for IMS People?
IMS People eligibility","For the 2021-2022 placement drive, the eligible branches for IMS People were: CSE, IT, ECE, EE, ME.","placements, company, ims_people, branches, eligibility, apply, 2021-2022"
904,Placements,Company Information,Sevya IT Package (2021-2022),"What was the package from Sevya IT in 2021-2022?
Tell me the salary Sevya IT offered.
Sevya IT ctc","In the 2021-2022 session, Sevya IT offered a package of 3.0 LPA.","placements, company, sevya_it, package, salary, ctc, 2021-2022"
905,Placements,Company Information,Sevya IT Visiting Date (2021-2022),"When did Sevya IT visit for placements in 2021-2022?
Sevya IT campus visit date?",Sevya IT visited for recruitments on 26th May 2022 during the 2021-2022 session.,"placements, company, sevya_it, date, visit, schedule, 2021-2022"
906,Placements,Company Information,Sevya IT Eligible Branches (2021-2022),"Which branches were eligible for Sevya IT in 2021-2022?
Who could apply for Sevya IT?
Sevya IT eligibility","For the 2021-2022 placement drive, the eligible branches for Sevya IT were: CSE, IT, ECE, EE.","placements, company, sevya_it, branches, eligibility, apply, 2021-2022"
907,Placements,Company Information,EasyEcom Package (2021-2022),"What was the package from EasyEcom in 2021-2022?
Tell me the salary EasyEcom offered.
EasyEcom ctc","In the 2021-2022 session, EasyEcom offered a package of 6.5 LPA.","placements, company, easyecom, package, salary, ctc, 2021-2022"
908,Placements,Company Information,EasyEcom Visiting Date (2021-2022),"When did EasyEcom visit for placements in 2021-2022?
EasyEcom campus visit date?",EasyEcom visited for recruitments on 28th May 2022 during the 2021-2022 session.,"placements, company, easyecom, date, visit, schedule, 2021-2022"
909,Placements,Company Information,EasyEcom Eligible Branches (2021-2022),"Which branches were eligible for EasyEcom in 2021-2022?
Who could apply for EasyEcom?
EasyEcom eligibility","For the 2021-2022 placement drive, the eligible branches for EasyEcom were: CSE, IT, ECE.","placements, company, easyecom, branches, eligibility, apply, 2021-2022"
910,Placements,Company Information,NeosAlpha Package (2021-2022),"What was the package from NeosAlpha in 2021-2022?
Tell me the salary NeosAlpha offered.
NeosAlpha ctc","In the 2021-2022 session, NeosAlpha offered a package of 4.0 LPA.","placements, company, neosalpha, package, salary, ctc, 2021-2022"
911,Placements,Company Information,NeosAlpha Visiting Date (2021-2022),"When did NeosAlpha visit for placements in 2021-2022?
NeosAlpha campus visit date?",NeosAlpha visited for recruitments on 30th May 2022 during the 2021-2022 session.,"placements, company, neosalpha, date, visit, schedule, 2021-2022"
912,Placements,Company Information,NeosAlpha Eligible Branches (2021-2022),"Which branches were eligible for NeosAlpha in 2021-2022?
Who could apply for NeosAlpha?
NeosAlpha eligibility","For the 2021-2022 placement drive, the eligible branches for NeosAlpha were: CSE, IT, ECE, EE.","placements, company, neosalpha, branches, eligibility, apply, 2021-2022"
913,Placements,Company Information,Pentagram Consulting Package (2021-2022),"What was the package from Pentagram Consulting in 2021-2022?
Tell me the salary Pentagram Consulting offered.
Pentagram Consulting ctc","In the 2021-2022 session, Pentagram Consulting offered a package of 2.68 LPA.","placements, company, pentagram_consulting, package, salary, ctc, 2021-2022"
914,Placements,Company Information,Pentagram Consulting Visiting Date (2021-2022),"When did Pentagram Consulting visit for placements in 2021-2022?
Pentagram Consulting campus visit date?",Pentagram Consulting visited for recruitments on 30th May 2022 during the 2021-2022 session.,"placements, company, pentagram_consulting, date, visit, schedule, 2021-2022"
915,Placements,Company Information,Pentagram Consulting Eligible Branches (2021-2022),"Which branches were eligible for Pentagram Consulting in 2021-2022?
Who could apply for Pentagram Consulting?
Pentagram Consulting eligibility","For the 2021-2022 placement drive, the eligible branches for Pentagram Consulting were: MBA.","placements, company, pentagram_consulting, branches, eligibility, apply, 2021-2022"
916,Placements,Company Information,Recruit CRM Package (2021-2022),"What was the package from Recruit CRM in 2021-2022?
Tell me the salary Recruit CRM offered.
Recruit CRM ctc","In the 2021-2022 session, Recruit CRM offered a package of 7.0 LPA.","placements, company, recruit_crm, package, salary, ctc, 2021-2022"
917,Placements,Company Information,Recruit CRM Visiting Date (2021-2022),"When did Recruit CRM visit for placements in 2021-2022?
Recruit CRM campus visit date?",Recruit CRM visited for recruitments on 31st May 2022 during the 2021-2022 session.,"placements, company, recruit_crm, date, visit, schedule, 2021-2022"
918,Placements,Company Information,Recruit CRM Eligible Branches (2021-2022),"Which branches were eligible for Recruit CRM in 2021-2022?
Who could apply for Recruit CRM?
Recruit CRM eligibility","For the 2021-2022 placement drive, the eligible branches for Recruit CRM were: CSE, IT.","placements, company, recruit_crm, branches, eligibility, apply, 2021-2022"
919,Placements,Company Information,Code Namaste Package (2021-2022),"What was the package from Code Namaste in 2021-2022?
Tell me the salary Code Namaste offered.
Code Namaste ctc","In the 2021-2022 session, Code Namaste offered a package of 5.0 LPA.","placements, company, code_namaste, package, salary, ctc, 2021-2022"
920,Placements,Company Information,Code Namaste Visiting Date (2021-2022),"When did Code Namaste visit for placements in 2021-2022?
Code Namaste campus visit date?",Code Namaste visited for recruitments on 1st June 2022 during the 2021-2022 session.,"placements, company, code_namaste, date, visit, schedule, 2021-2022"
921,Placements,Company Information,Code Namaste Eligible Branches (2021-2022),"Which branches were eligible for Code Namaste in 2021-2022?
Who could apply for Code Namaste?
Code Namaste eligibility","For the 2021-2022 placement drive, the eligible branches for Code Namaste were: MBA.","placements, company, code_namaste, branches, eligibility, apply, 2021-2022"
922,Placements,Company Information,Infosys Finacle Package (2021-2022),"What was the package from Infosys Finacle in 2021-2022?
Tell me the salary Infosys Finacle offered.
Infosys Finacle ctc","In the 2021-2022 session, Infosys Finacle offered a package of 6.5 LPA.","placements, company, infosys_finacle, package, salary, ctc, 2021-2022"
923,Placements,Company Information,Infosys Finacle Visiting Date (2021-2022),"When did Infosys Finacle visit for placements in 2021-2022?
Infosys Finacle campus visit date?",Infosys Finacle visited for recruitments on 4th June 2022 during the 2021-2022 session.,"placements, company, infosys_finacle, date, visit, schedule, 2021-2022"
924,Placements,Company Information,Infosys Finacle Eligible Branches (2021-2022),"Which branches were eligible for Infosys Finacle in 2021-2022?
Who could apply for Infosys Finacle?
Infosys Finacle eligibility","For the 2021-2022 placement drive, the eligible branches for Infosys Finacle were: CSE, IT, ECE.","placements, company, infosys_finacle, branches, eligibility, apply, 2021-2022"
925,Placements,Company Information,Emicon Package (2021-2022),"What was the package from Emicon in 2021-2022?
Tell me the salary Emicon offered.
Emicon ctc","In the 2021-2022 session, Emicon offered a package of 3.6 LPA.","placements, company, emicon, package, salary, ctc, 2021-2022"
926,Placements,Company Information,Emicon Visiting Date (2021-2022),"When did Emicon visit for placements in 2021-2022?
Emicon campus visit date?",Emicon visited for recruitments on 7th June 2022 during the 2021-2022 session.,"placements, company, emicon, date, visit, schedule, 2021-2022"
927,Placements,Company Information,Emicon Eligible Branches (2021-2022),"Which branches were eligible for Emicon in 2021-2022?
Who could apply for Emicon?
Emicon eligibility","For the 2021-2022 placement drive, the eligible branches for Emicon were: CSE, IT, ECE.","placements, company, emicon, branches, eligibility, apply, 2021-2022"
928,Placements,Company Information,Zeus Learning Package (2021-2022),"What was the package from Zeus Learning in 2021-2022?
Tell me the salary Zeus Learning offered.
Zeus Learning ctc","In the 2021-2022 session, Zeus Learning offered a package of 6.0 LPA.","placements, company, zeus_learning, package, salary, ctc, 2021-2022"
929,Placements,Company Information,Zeus Learning Visiting Date (2021-2022),"When did Zeus Learning visit for placements in 2021-2022?
Zeus Learning campus visit date?",Zeus Learning visited for recruitments on 8th June 2022 during the 2021-2022 session.,"placements, company, zeus_learning, date, visit, schedule, 2021-2022"
930,Placements,Company Information,Zeus Learning Eligible Branches (2021-2022),"Which branches were eligible for Zeus Learning in 2021-2022?
Who could apply for Zeus Learning?
Zeus Learning eligibility","For the 2021-2022 placement drive, the eligible branches for Zeus Learning were: CSE, IT, ECE, EE.","placements, company, zeus_learning, branches, eligibility, apply, 2021-2022"
931,Placements,Company Information,Kickdrum Package (2021-2022),"What was the package from Kickdrum in 2021-2022?
Tell me the salary Kickdrum offered.
Kickdrum ctc","In the 2021-2022 session, Kickdrum offered a package of 14.66 LPA.","placements, company, kickdrum, package, salary, ctc, 2021-2022"
932,Placements,Company Information,Kickdrum Visiting Date (2021-2022),"When did Kickdrum visit for placements in 2021-2022?
Kickdrum campus visit date?",Kickdrum visited for recruitments on 8th June 2022 during the 2021-2022 session.,"placements, company, kickdrum, date, visit, schedule, 2021-2022"
933,Placements,Company Information,Kickdrum Eligible Branches (2021-2022),"Which branches were eligible for Kickdrum in 2021-2022?
Who could apply for Kickdrum?
Kickdrum eligibility","For the 2021-2022 placement drive, the eligible branches for Kickdrum were: CSE, IT.","placements, company, kickdrum, branches, eligibility, apply, 2021-2022"
934,Placements,Company Information,Shriram Transport Package (2021-2022),"What was the package from Shriram Transport in 2021-2022?
Tell me the salary Shriram Transport offered.
Shriram Transport ctc","In the 2021-2022 session, Shriram Transport offered a package of 3.8 LPA.","placements, company, shriram_transport, package, salary, ctc, 2021-2022"
935,Placements,Company Information,Shriram Transport Visiting Date (2021-2022),"When did Shriram Transport visit for placements in 2021-2022?
Shriram Transport campus visit date?",Shriram Transport visited for recruitments on 9th June 2022 during the 2021-2022 session.,"placements, company, shriram_transport, date, visit, schedule, 2021-2022"
936,Placements,Company Information,Shriram Transport Eligible Branches (2021-2022),"Which branches were eligible for Shriram Transport in 2021-2022?
Who could apply for Shriram Transport?
Shriram Transport eligibility","For the 2021-2022 placement drive, the eligible branches for Shriram Transport were: ME, MBA.","placements, company, shriram_transport, branches, eligibility, apply, 2021-2022"
937,Placements,Company Information,Intellipaat Package (2021-2022),"What was the package from Intellipaat in 2021-2022?
Tell me the salary Intellipaat offered.
Intellipaat ctc","In the 2021-2022 session, Intellipaat offered a package of 4.64 LPA.","placements, company, intellipaat, package, salary, ctc, 2021-2022"
938,Placements,Company Information,Intellipaat Visiting Date (2021-2022),"When did Intellipaat visit for placements in 2021-2022?
Intellipaat campus visit date?",Intellipaat visited for recruitments on 10th June 2022 during the 2021-2022 session.,"placements, company, intellipaat, date, visit, schedule, 2021-2022"
939,Placements,Company Information,Intellipaat Eligible Branches (2021-2022),"Which branches were eligible for Intellipaat in 2021-2022?
Who could apply for Intellipaat?
Intellipaat eligibility","For the 2021-2022 placement drive, the eligible branches for Intellipaat were: CSE, IT, ECE, EE, ME, MBA.","placements, company, intellipaat, branches, eligibility, apply, 2021-2022"
940,Placements,Company Information,Briskminds Software Package (2021-2022),"What was the package from Briskminds Software in 2021-2022?
Tell me the salary Briskminds Software offered.
Briskminds Software ctc","In the 2021-2022 session, Briskminds Software offered a package of 3.6 LPA.","placements, company, briskminds_software, package, salary, ctc, 2021-2022"
941,Placements,Company Information,Briskminds Software Visiting Date (2021-2022),"When did Briskminds Software visit for placements in 2021-2022?
Briskminds Software campus visit date?",Briskminds Software visited for recruitments on 11th June 2022 during the 2021-2022 session.,"placements, company, briskminds_software, date, visit, schedule, 2021-2022"
942,Placements,Company Information,Briskminds Software Eligible Branches (2021-2022),"Which branches were eligible for Briskminds Software in 2021-2022?
Who could apply for Briskminds Software?
Briskminds Software eligibility","For the 2021-2022 placement drive, the eligible branches for Briskminds Software were: CSE, IT, ECE, EE.","placements, company, briskminds_software, branches, eligibility, apply, 2021-2022"
943,Placements,Company Information,Publicis Sapient Package (2021-2022),"What was the package from Publicis Sapient in 2021-2022?
Tell me the salary Publicis Sapient offered.
Publicis Sapient ctc","In the 2021-2022 session, Publicis Sapient offered a package of 5.5 LPA.","placements, company, publicis_sapient, package, salary, ctc, 2021-2022"
944,Placements,Company Information,Publicis Sapient Visiting Date (2021-2022),"When did Publicis Sapient visit for placements in 2021-2022?
Publicis Sapient campus visit date?",Publicis Sapient visited for recruitments on 14th June 2022 during the 2021-2022 session.,"placements, company, publicis_sapient, date, visit, schedule, 2021-2022"
945,Placements,Company Information,Publicis Sapient Eligible Branches (2021-2022),"Which branches were eligible for Publicis Sapient in 2021-2022?
Who could apply for Publicis Sapient?
Publicis Sapient eligibility","For the 2021-2022 placement drive, the eligible branches for Publicis Sapient were: CSE, IT, ECE.","placements, company, publicis_sapient, branches, eligibility, apply, 2021-2022"
946,Placements,Company Information,Focus Energy Limited Package (2021-2022),"What was the package from Focus Energy Limited in 2021-2022?
Tell me the salary Focus Energy Limited offered.
Focus Energy Limited ctc","In the 2021-2022 session, Focus Energy Limited offered a package of 5.0 LPA.","placements, company, focus_energy_limited, package, salary, ctc, 2021-2022"
947,Placements,Company Information,Focus Energy Limited Visiting Date (2021-2022),"When did Focus Energy Limited visit for placements in 2021-2022?
Focus Energy Limited campus visit date?",Focus Energy Limited visited for recruitments on 14th June 2022 during the 2021-2022 session.,"placements, company, focus_energy_limited, date, visit, schedule, 2021-2022"
948,Placements,Company Information,Focus Energy Limited Eligible Branches (2021-2022),"Which branches were eligible for Focus Energy Limited in 2021-2022?
Who could apply for Focus Energy Limited?
Focus Energy Limited eligibility","For the 2021-2022 placement drive, the eligible branches for Focus Energy Limited were: CSE, IT, ECE.","placements, company, focus_energy_limited, branches, eligibility, apply, 2021-2022"
949,Placements,Company Information,AIRLINQ Package (2021-2022),"What was the package from AIRLINQ in 2021-2022?
Tell me the salary AIRLINQ offered.
AIRLINQ ctc","In the 2021-2022 session, AIRLINQ offered a package of 5.0 LPA.","placements, company, airlinq, package, salary, ctc, 2021-2022"
950,Placements,Company Information,AIRLINQ Visiting Date (2021-2022),"When did AIRLINQ visit for placements in 2021-2022?
AIRLINQ campus visit date?",AIRLINQ visited for recruitments on 18th June 2022 during the 2021-2022 session.,"placements, company, airlinq, date, visit, schedule, 2021-2022"
951,Placements,Company Information,AIRLINQ Eligible Branches (2021-2022),"Which branches were eligible for AIRLINQ in 2021-2022?
Who could apply for AIRLINQ?
AIRLINQ eligibility","For the 2021-2022 placement drive, the eligible branches for AIRLINQ were: CSE, IT, ECE.","placements, company, airlinq, branches, eligibility, apply, 2021-2022"
952,Placements,Company Information,Sun Life Package (2021-2022),"What was the package from Sun Life in 2021-2022?
Tell me the salary Sun Life offered.
Sun Life ctc","In the 2021-2022 session, Sun Life offered a package of 5.5 LPA.","placements, company, sun_life, package, salary, ctc, 2021-2022"
953,Placements,Company Information,Sun Life Visiting Date (2021-2022),"When did Sun Life visit for placements in 2021-2022?
Sun Life campus visit date?",Sun Life visited for recruitments on 18th June 2022 during the 2021-2022 session.,"placements, company, sun_life, date, visit, schedule, 2021-2022"
954,Placements,Company Information,Sun Life Eligible Branches (2021-2022),"Which branches were eligible for Sun Life in 2021-2022?
Who could apply for Sun Life?
Sun Life eligibility","For the 2021-2022 placement drive, the eligible branches for Sun Life were: CSE, IT.","placements, company, sun_life, branches, eligibility, apply, 2021-2022"
955,Placements,Company Information,Shriram General Package (2021-2022),"What was the package from Shriram General in 2021-2022?
Tell me the salary Shriram General offered.
Shriram General ctc","In the 2021-2022 session, Shriram General offered a package of 3.06 LPA.","placements, company, shriram_general, package, salary, ctc, 2021-2022"
956,Placements,Company Information,Shriram General Visiting Date (2021-2022),"When did Shriram General visit for placements in 2021-2022?
Shriram General campus visit date?",Shriram General visited for recruitments on 21st June 2022 during the 2021-2022 session.,"placements, company, shriram_general, date, visit, schedule, 2021-2022"
957,Placements,Company Information,Shriram General Eligible Branches (2021-2022),"Which branches were eligible for Shriram General in 2021-2022?
Who could apply for Shriram General?
Shriram General eligibility","For the 2021-2022 placement drive, the eligible branches for Shriram General were: EE, ME, ECE.","placements, company, shriram_general, branches, eligibility, apply, 2021-2022"
958,Placements,Company Information,Panamax Infotech Package (2021-2022),"What was the package from Panamax Infotech in 2021-2022?
Tell me the salary Panamax Infotech offered.
Panamax Infotech ctc","In the 2021-2022 session, Panamax Infotech offered a package of 3.0 LPA.","placements, company, panamax_infotech, package, salary, ctc, 2021-2022"
959,Placements,Company Information,Panamax Infotech Visiting Date (2021-2022),"When did Panamax Infotech visit for placements in 2021-2022?
Panamax Infotech campus visit date?",Panamax Infotech visited for recruitments on 25th June 2022 during the 2021-2022 session.,"placements, company, panamax_infotech, date, visit, schedule, 2021-2022"
960,Placements,Company Information,Panamax Infotech Eligible Branches (2021-2022),"Which branches were eligible for Panamax Infotech in 2021-2022?
Who could apply for Panamax Infotech?
Panamax Infotech eligibility","For the 2021-2022 placement drive, the eligible branches for Panamax Infotech were: CSE, IT.","placements, company, panamax_infotech, branches, eligibility, apply, 2021-2022"
961,Placements,Company Information,Simform Package (2021-2022),"What was the package from Simform in 2021-2022?
Tell me the salary Simform offered.
Simform ctc","In the 2021-2022 session, Simform offered a package of 4.8 LPA.","placements, company, simform, package, salary, ctc, 2021-2022"
962,Placements,Company Information,Simform Visiting Date (2021-2022),"When did Simform visit for placements in 2021-2022?
Simform campus visit date?",Simform visited for recruitments on 27th June 2022 during the 2021-2022 session.,"placements, company, simform, date, visit, schedule, 2021-2022"
963,Placements,Company Information,Simform Eligible Branches (2021-2022),"Which branches were eligible for Simform in 2021-2022?
Who could apply for Simform?
Simform eligibility","For the 2021-2022 placement drive, the eligible branches for Simform were: CSE, IT, ECE.","placements, company, simform, branches, eligibility, apply, 2021-2022"
964,Placements,Company Information,Informatica Package (2021-2022),"What was the package from Informatica in 2021-2022?
Tell me the salary Informatica offered.
Informatica ctc","In the 2021-2022 session, Informatica offered a package of 8.48 LPA.","placements, company, informatica, package, salary, ctc, 2021-2022"
965,Placements,Company Information,Informatica Visiting Date (2021-2022),"When did Informatica visit for placements in 2021-2022?
Informatica campus visit date?",Informatica visited for recruitments on 29th June 2022 during the 2021-2022 session.,"placements, company, informatica, date, visit, schedule, 2021-2022"
966,Placements,Company Information,Informatica Eligible Branches (2021-2022),"Which branches were eligible for Informatica in 2021-2022?
Who could apply for Informatica?
Informatica eligibility","For the 2021-2022 placement drive, the eligible branches for Informatica were: CSE, IT.","placements, company, informatica, branches, eligibility, apply, 2021-2022"
967,Placements,Company Information,Eclinical works Package (2021-2022),"What was the package from Eclinical works in 2021-2022?
Tell me the salary Eclinical works offered.
Eclinical works ctc","In the 2021-2022 session, Eclinical works offered a package of 4.5 LPA.","placements, company, eclinical_works, package, salary, ctc, 2021-2022"
968,Placements,Company Information,Eclinical works Visiting Date (2021-2022),"When did Eclinical works visit for placements in 2021-2022?
Eclinical works campus visit date?",Eclinical works visited for recruitments on 5th July 2022 during the 2021-2022 session.,"placements, company, eclinical_works, date, visit, schedule, 2021-2022"
969,Placements,Company Information,Eclinical works Eligible Branches (2021-2022),"Which branches were eligible for Eclinical works in 2021-2022?
Who could apply for Eclinical works?
Eclinical works eligibility","For the 2021-2022 placement drive, the eligible branches for Eclinical works were: CSE, IT.","placements, company, eclinical_works, branches, eligibility, apply, 2021-2022"
970,Placements,Company Information,Accolite Digital Package (2021-2022),"What was the package from Accolite Digital in 2021-2022?
Tell me the salary Accolite Digital offered.
Accolite Digital ctc","In the 2021-2022 session, Accolite Digital offered a package of 8.0 LPA.","placements, company, accolite_digital, package, salary, ctc, 2021-2022"
971,Placements,Company Information,Accolite Digital Visiting Date (2021-2022),"When did Accolite Digital visit for placements in 2021-2022?
Accolite Digital campus visit date?",Accolite Digital visited for recruitments on 15th April 2021 during the 2021-2022 session.,"placements, company, accolite_digital, date, visit, schedule, 2021-2022"
972,Placements,Company Information,Accolite Digital Eligible Branches (2021-2022),"Which branches were eligible for Accolite Digital in 2021-2022?
Who could apply for Accolite Digital?
Accolite Digital eligibility","For the 2021-2022 placement drive, the eligible branches for Accolite Digital were: CSE, IT, ECE, EE.","placements, company, accolite_digital, branches, eligibility, apply, 2021-2022"
973,Placements,Company Information,InfoTQ Package (2020-2021),"What was the package from InfoTQ in 2020-2021?
Tell me the salary InfoTQ offered.
InfoTQ ctc","In the 2020-2021 session, InfoTQ offered a package of 3.6 LPA.","placements, company, infotq, package, salary, ctc, 2020-2021"
974,Placements,Company Information,InfoTQ Visiting Date (2020-2021),"When did InfoTQ visit for placements in 2020-2021?
InfoTQ campus visit date?",InfoTQ visited for recruitments on Mar-20 during the 2020-2021 session.,"placements, company, infotq, date, visit, schedule, 2020-2021"
975,Placements,Company Information,InfoTQ Eligible Branches (2020-2021),"Which branches were eligible for InfoTQ in 2020-2021?
Who could apply for InfoTQ?
InfoTQ eligibility","For the 2020-2021 placement drive, the eligible branches for InfoTQ were: CSE, IT, ECE, EE, ME, AE.","placements, company, infotq, branches, eligibility, apply, 2020-2021"
